,SSYK 2012 kod,Yrkesbenämning
783,9120,"Bilvårdsman, tvätt, polering"
784,3521,Bing 
785,4211,Bingofunktionär
786,4211,Bingovärd
787,3212,Bioanalytiker
788,6129,Biodlare
789,2131,Biofysiker
790,3119,Biogasingenjör
791,1741,"Biografföreståndare, funktions- eller mellanchef"
792,1742,"Biografföreståndare, verksamhetsnära chef"
793,5230,Biografkassör
794,3521,Biografmaskinist
795,3521,Biograftekniker
796,9622,Biografvaktmästare
797,2131,Bioinformatiker
798,5230,Biokassörska
799,2113,Biokemist
800,2131,"Biolog, cell och molekylär"
801,2132,"Biolog, växt- och djur"
802,3521,Biomaskinist
803,2133,Biomedicinare
804,3212,Biomedicinsk analytiker
805,3230,Biopat
806,2122,Biostatistiker
807,2134,Bisjukdomskonsulent 
808,1540,Biskop
809,6129,Biskötare
810,xxxx,Biståndsarbetare (se resp. yrke)
811,2663,Biståndsbedömare
812,2663,"Biståndshandläggare, kommun"
813,2422,"Biståndshandläggare, SIDA"
814,6129,Bitillsyningsman
815,6129,Bitillsynsman
816,1120,Biträdande högskolerektor
817,1422,"Biträdande rektor, förskola, verksamhetsnära chef"
818,1120,"Biträdande rektor, högskola/universitet"
819,1412,"Biträdande rektor, mindre grund- och gymnasieskola"
820,1412,"Biträdande rektor, stor eller medelstor grund- och gymnasieskola"
821,1120,Biträdande universitetsrektor
822,7224,Bladskötare
823,8114,"Blandarskötare, byggnadsmaterial"
824,8131,"Blandarskötare, läkemedel"
825,8132,"Blandarskötare, sprängämnesindustri"
826,8159,"Blandmaskinskötare, garnberedning"
827,8159,"Blandmaskinställare, garnberedning"
828,8141,"Blandningsoperatör, gummi"
829,8132,"Blandningsuppvägare, sprängämnesindustri"
830,2172,Blankettkonstruktör
831,7312,Blanksticksgravör
832,7213,Bleckslagare
833,7319,Blockgjutare
834,2221,Blodtryckssköterska
835,5241,Bloggare
836,5223,Blomsterbindare
837,5223,Blomsterdekoratör
838,5223,Blomsterhandlare
839,6112,Blomsterodlare
840,7212,Blylödare
841,7321,"Blysättare, tryckeri"
842,8193,Blyverksarbetare
843,8193,"Blåsare, kaldoverk"
844,8193,"Blåsare, stålverk"
845,7319,Blåsinstrumentmakare
846,7119,"Blästrare, fasadarbeten"
847,7134,"Blästrare, fasadrengöring"
848,7134,"Blästrare, fukt-"
849,7319,"Blästrare, glas"
850,8121,"Blästrare, metall"
851,8143,Blöjmaskinskötare
852,3212,BMA (Biomedicinsk analytiker)
853,3230,Bodytalk-terapeut
854,5342,Boendeassistent
855,5342,Boendebiträde
856,1521,"Boendechef, kommun, funktions- eller mellanchef"
857,1522,"Boendechef, kommun, verksamhetsnära chef"
858,1521,"Boendeföreståndare, kommunal (vård och omsorg), funktions- eller mellanchef"
859,1522,"Boendeföreståndare, kommunal (vård och omsorg), verksamhetsnära chef"
860,5342,Boendehandledare
861,5342,Boendestödassistent
862,5342,Boendestödjare
863,3152,Bogserbåtsbefälhavare
864,8332,Bohags- och flyttbilsförare
865,7323,"Bokbindare, hantverk"
866,7323,"Bokbindare, maskin"
867,7323,Bokbinderiarbetare
868,7323,Bokbinderitekniker
869,2622,Bokbussbibliotekarie
870,8332,Bokbussförare
871,4111,Bokförare
872,4111,Bokföringsassistent
873,4111,Bokföringskontorist
874,1372,"Bokförläggare, utan chefshierarki"
875,1120,"Bokförläggare, med chefshierarki"
876,5223,Bokhandelsbiträde
877,5223,Bokhandelsmedhjälpare
878,5223,Bokhandlare
879,3313,Bokhållare
880,2651,Bokkonstnär
881,4221,"Bokningsassistent, turistbyrå"
882,4224,"Bokningschef, hotell"
883,4224,"Bokningskontorist, hotell"
884,4221,"Bokningssekreterare, resebyrå"
885,4221,"Bokningstjänsteman, resebyrå"
886,2614,Bolagsjurist
887,3312,Bolånerådgivare
888,7522,"Bonare, trä"
889,6130,"Bonde, blandad drift"
890,6111,"Bonde, blandade växtslag"
891,6121,"Bonde, uppfödning, lantbrukets husdjur"
892,6130,"Bonde, ospec"
893,6111,"Bonde, växtodling"
894,3230,Bonitolog
895,7224,Bordhyvlare
896,3421,Bordtennisspelare
897,3422,Bordtennistränare
898,1111,Borgarråd
899,5161,Borgerlig officiant
900,5161,Borgerlig vigselförrättare
901,8113,"Borrare, bergvärme"
902,8113,"Borrare, brunnar"
903,8113,"Borrare, diamant-"
904,8111,"Borrare, gruva"
905,7223,"Borrare, metall"
906,7523,"Borrare, trä"
907,3116,"Borrledare, petroleumutvinning"
908,7221,Borrsmed
909,7319,"Borstbindare, hantverk"
910,8219,"Borstbinderiarbetare, maskin"
911,4119,Bostadsförmedlare
912,3335,Bostadsförvaltare
913,2422,"Bostadsingenjör, länsbostadsnämnd"
914,3335,"Bostadsinspektör, fastighetsföretag"
915,3335,Bostadsintendent
916,4119,Bostadsuthyrare
917,2132,Botaniker
918,8193,"Bottenbytare, metallugn"
919,8159,Bottenläderstansare
920,7319,"Bottenslipare, glas"
921,8159,Bottnare
922,3342,Boupptecknare
923,3342,Bouppteckningsförrättare
924,3342,Boutredare
925,3342,Boutredningsman
926,5152,Bovärd
927,3422,Boxningstränare
928,5411,Brandbefäl
929,1591,"Brandchef, funktions- eller mellanchef"
930,1592,"Brandchef, verksamhetsnära chef"
931,5411,Brandförman
932,3355,Brandingenjör
933,3355,Brandinspektör
934,7420,Brandlarmsinstallatör
935,5411,Brandman
936,5411,"Brandman, ambulansförare"
937,5411,Brandmästare
938,7134,Brandsektionerare
939,3314,Brandskadereglerare
940,7134,Brandskadesanerare
941,3355,Brandskyddsingenjör
942,3355,Brandskyddstekniker
943,3355,Brandtekniker
944,5419,Brandvakt
945,7420,Bredbandsinstallatör
946,7420,Bredbandstekniker
947,4420,Brevbärarbiträde
948,4420,Brevbärare
949,4420,Brevresare
950,4420,Brevsorterare
951,4323,Briefing officer
952,7532,"Brodör, hantverk"
953,8159,"Brodör, maskin"
954,7532,"Brodös, hantverk"
955,8159,"Brodös, maskin"
956,6121,Broilerskötare
957,3112,Broingenjör
958,8343,Brokranförare
959,8343,Bromaskinist
960,7211,Bronsgjutare
961,8111,Brottarbetare
962,2611,Brottmålsadvokat
963,3422,Brottningstränare
964,3411,Brottsofferassistent
965,3360,"Brottsutredare, polisen"
966,4323,Brovakt
967,8113,Brunnsborrare
968,8169,Bryggeriarbetare
969,3115,Bryggeriingenjör
970,8169,Brygghusarbetare
971,3122,Bryggmästare
972,8111,"Brytare, gruva"
973,8111,"Brytare, kolgruva"
974,8111,"Brytare, lertag"
975,8111,"Brytare, stenbrott"
976,8173,Brädgårdsarbetare
977,8173,Brädgårdsfaktor
978,8114,"Brännare, cement"
979,8189,"Brännare, glas, keramik, tegel"
980,7132,"Brännare, lack, emalj"
981,7212,"Brännare, svetsning"
982,8169,Bränneriarbetare
983,3122,Brännmästare
984,7223,Brännsvetsare
985,8169,Brännvinsbrännare
986,9610,"Bränslehanterare, återvinningsstation"
987,9610,"Bränslemottagare, återvinningsstation"
988,7222,"Brättmakare, metall"
989,8329,Bröddistributör
990,7613,Brödkontrollant
991,9320,Brödpackare
992,9320,Brödplockare
993,9320,Brödräknare
994,8329,Brödutkörare
995,8329,Budbilschaufför
996,8329,Budbilsförare
997,2671,Buddhistpräst
998,4111,Budgetassistent
999,1211,"Budgetchef, funktions- eller mellanchef"
1000,1212,"Budgetchef, verksamhetsnära chef"
1001,2411,Budgetkamrer
1002,2412,Budgetplanerare
1003,2419,Budgetrådgivare
1004,2419,Budgetsekreterare
1005,8329,Budkörare
1006,9412,Buffébiträde
1007,3439,Buktalare
1008,8332,Bulkbilsförare
1009,8181,Buntare
1010,7531,Buntmakare
1011,8173,Buntverksskötare
1012,2412,Business analyst
1013,2412,Business controller 
1014,8331,Busschaufför
1015,7412,Busselektriker
1016,8331,Bussförare
1017,5113,Bussguide
1018,5112,Busskonduktör
1019,7231,Bussmekaniker
1020,8211,Bussmontör
1021,7231,Bussreparatör
1022,4323,Busstationsföreståndare
1023,4323,Busstrafikledare
1024,9111,Busstädare
1025,5112,Bussvärd
1026,8181,Buteljsköljare
1027,xxxx,Butiksansvarig (se Butikschef)
1028,5222,"Butiksbiträde, dagligvaror"
1029,5223,"Butiksbiträde, fackhandel"
1030,5230,"Butiksbiträde, kassa"
1031,xxxx,"Butiksbiträde, övrig (se Butikssäljare)"
1032,5221,"Butikschef (dagligvaror), säljande"
1033,5221,"Butikschef (fackhandel), säljande"
1034,5221,"Butikschef, 5-9 anställda, säljande"
1035,1732,"Butikschef, administrativ, verksamhetsnära chef"
1036,5241,Butiksdemonstratör
1037,5221,"Butiksföreståndare (dagligvaror), säljande"
1038,5221,"Butiksföreståndare (fackhandel), säljande"
1039,5221,"Butiksföreståndare, 5-9 anställda, säljande"
1040,1732,"Butiksföreståndare, administrativ, verksamhetsnära chef"
1041,xxxx,Butiksförsäljare (se Butikssäljare)
1042,5221,"Butiksinnehavare (dagligvaror), säljande"
1043,5221,"Butiksinnehavare (fackhandel), säljande"
1044,5221,"Butiksinnehavare,  5-9 anställda, säljande"
1045,1732,"Butiksinnehavare, administrativ, verksamhetsnära chef"
1046,3432,Butiksinredare
1047,5230,Butikskassör
1048,3432,Butikskommunikatör
1049,3339,Butikskonsulent
1050,5413,Butikskontrollant
1051,xxxx,Butiksmedarbetare (se Affärsbiträde/Butikskassör/Butikssäljare)
1052,3339,Butiksplanerare
1053,5223,"Butikssäljare, blommor m.m"
1054,5223,"Butikssäljare, böcker"
1055,5222,"Butikssäljare, dagligvaror"
1056,5223,"Butikssäljare, el, tele, elektronik"
1057,5223,"Butikssäljare, fackhandel"
1058,5223,"Butikssäljare, fotoartiklar"
1059,5223,"Butikssäljare, färghandel"
1060,5222,"Butikssäljare, kosmetika"
1061,5222,"Butikssäljare, livsmedelsaffär"
1062,5223,"Butikssäljare, musikaffär"
1063,5222,"Butikssäljare, pappersvaror"
1064,5223,"Butikssäljare, sport, leksaker"
1065,5222,"Butikssäljare, Systembolaget"
1066,5223,"Butikssäljare, textil, sko, läder"
1067,5222,"Butikssäljare, tobaksvaror m.m."
1068,5223,"Butikssäljare, ur, optik, guldvaror"
1069,5223,"Butikssäljare, zoologisk affär"
1070,xxxx,Butiksägare (se Butikschef)
1071,8343,Byggkranförare
1072,3112,Byggledare
1073,2161,Bygglovsarkitekt
1074,4119,Bygglovsassistent
1075,3355,Bygglovshandläggare
1076,1361,"Byggmästare, funktions- eller mellanchef"
1077,1362,"Byggmästare, verksamhetsnära chef"
1078,2621,Byggnadsantikvarie
1079,7119,"Byggnadsarbetare, allround"
1080,7119,"Byggnadsarbetare, ospec"
1081,9310,Byggnadsgrovarbetare
1082,2142,"Byggnadsingenjör, civilingenjör"
1083,3112,"Byggnadsingenjör, högskoleingenjör"
1084,3355,Byggnadsinspektör
1085,3112,Byggnadskalkylator
1086,3112,Byggnadskonstruktör
1087,2142,"Byggnadskonsult, civilingenjör"
1088,3112,"Byggnadskonsult, högskoleingenjör"
1089,3355,Byggnadskontrollant
1090,8343,Byggnadskranförare
1091,3355,"Byggnadslovshandläggare, byggnadsinspektör"
1092,3112,Byggnadsmiljötekniker
1093,7131,Byggnadsmålare
1094,7213,Byggnadsplåtslagare
1095,3112,Byggnadsritare
1096,2422,Byggnadsråd
1097,7221,Byggnadssmed
1098,7111,Byggnadssnickare
1099,8116,Byggnadsstenhuggare
1100,9111,Byggnadsstädare
1101,3112,Byggnadstekniker
1102,7111,Byggnadsträarbetare
1103,2181,Byggpilot
1104,1362,"Byggplatschef, verksamhetsnära chef"
1105,1361,"Byggplatschef, funktions- eller mellanchef"
1106,9111,Byggstädare
1107,xxxx,"Byråassistent (se resp. yrke, yrkesområde 3 eller 4)"
1108,4119,"Byråassistent, ospec"
1109,1241,"Byråchef, mediabyrå, funktions- eller mellanchef"
1110,1242,"Byråchef, mediabyrå, verksamhetsnära chef"
1111,1591,"Byråchef, statlig förvaltning, funktions- eller mellanchef"
1112,1592,"Byråchef, statlig förvaltning, verksamhetsnära chef"
1113,xxxx,"Byrådirektör (se resp. yrke, yrkesområde 2)"
1114,2422,"Byrådirektör, ospec"
1115,2422,Byråingenjör
1116,2422,Byråinspektör
1117,xxxx,"Byråsekreterare (se resp. yrke, yrkesområde 3 eller 4)"
1118,3359,"Byråsekreterare, ospec"
1119,7212,Bågsvetsare
1120,3314,Båtbesiktningsman
1121,8142,"Båtbyggare, plast"
1122,7522,"Båtbyggare, trä"
1123,5223,Båtförsäljare
1124,7522,Båtinredare
1125,3152,"Båtman, sjöfartsverket"
1126,7231,Båtmekaniker
1127,7231,Båtmotorreparatör
1128,3314,Båtskadeinspektör
1129,8350,Båtsman
1130,5226,Båtuthyrare
1131,5413,Båtväktare
1132,5111,Båtvärd
1133,7222,Bänkarbetare
1134,7223,Bänkborrare
1135,7522,Bänksnickare
1136,9332,Bärare
1137,8332,Bärgare
1138,7115,Bärgningsdykare
1139,6111,Bärodlare
1140,9210,Bärplockare
1141,2413,Börsanalytiker
1142,3311,Börsmäklare
1143,3311,Börsombud
1144,7311,Bössmakare
1145,5111,Cabin attendant
1146,5111,Cabin manager
1147,9629,Caddy
1148,3112,"CAD-ritare, bygg och anläggning"
1149,3113,"CAD-ritare, elektronik"
1150,3113,"CAD-ritare, elkraft"
1151,3114,"CAD-ritare, maskin"
1152,3113,"CAD-ritare, telekommunikation"
1153,9413,Cafébiträde
1154,5221,Caféföreståndare
1155,9413,Cafeteriabiträde
1156,9413,Cafévärd
1157,3512,"Callcenterpersonal, datasupport"
1158,5242,"Callcenterpersonal, försäljning"
1159,4226,"Callcenterpersonal, intervju"
1160,4222,"Callcenterpersonal, telefonpassning"
1161,1792,"Campingchef, verksamhetsnära chef"
1162,1791,"Campingchef, funktions- eller mellanchef"
1163,4224,Campingvärd
1164,2211,Cancerspecialist
1165,3339,Castingansvarig
1166,8329,"Cateringarbetare, distributör"
1167,5120,"Cateringarbetare, matlagning"
1168,9412,"Cateringassistent, ekonomibiträde"
1169,9111,"Cateringassistent, lokalvårdare"
1170,3451,Cateringchef
1171,9412,"Cateringvärd, servitör"
1172,2652,Cellist
1173,8114,Cementbrännare
1174,7113,Cementslipare
1175,7224,Centerlesslipare
1176,8189,"Centrifugoperatör, glas"
1177,8192,"Centrifugskötare, kemisk industri"
1178,1731,"Centrumledare, funktions- eller mellanchef"
1179,1120,"CEO, med chefshierarki"
1180,6112,Champinjonodlare
1181,8192,"Chargerare, kemisk industri"
1182,5222,"Charkarbetare, försäljning livsmedel"
1183,8161,"Charkarbetare, tillverkning"
1184,7611,"Charkuteriarbetare, slakteri"
1185,8161,"Charkuteriarbetare, tillverkning"
1186,5222,"Charkuteribiträde, försäljning livsmedel"
1187,5222,"Charkuterist, försäljning livsmedel"
1188,8161,"Charkuterist, industriell tillverkning "
1189,7611,"Charkuterist, manuell tillverkning "
1190,4221,Charterresesäljare
1191,8211,Chassimontör
1192,8329,"Chaufför, budbil"
1193,8331,"Chaufför, buss"
1194,8332,"Chaufför, lastbil"
1195,8332,"Chaufför, långtradare"
1196,8321,"Chaufför, persontransport"
1197,8321,"Chaufför, privat-"
1198,8329,"Chaufför, skåpbil"
1199,8321,"Chaufför, taxi"
1200,2642,"Chefredaktör, utan chefshierarki"
1201,1120,"Chefredaktör, med chefshierarki"
1202,2273,Chefsarbetsterapeut
1203,3432,Chefsdekoratör
1204,2171,Chefsdesigner
1205,2415,Chefsekonom
1206,2281,Chefsfarmaceut
1207,3431,Chefsfotograf
1208,2272,Chefsgymnast
1209,5151,Chefshusfru
1210,2621,"Chefsintendent, auktionsverk"
1211,2621,"Chefsintendent, galleri"
1212,2621,"Chefsintendent, museum"
1213,2615,Chefsjurist
1214,3451,Chefskock
1215,1591,"Chefskronofogde, funktions- eller mellanchef"
1216,1592,"Chefskronofogde, verksamhetsnära chef"
1217,2662,Chefskurator
1218,2131,Chefsmikrobiolog
1219,3153,Chefspilot
1220,2241,Chefspsykolog
1221,2612,Chefsrådman
1222,3343,Chefssekreterare
1223,1511,"Chefssjuksköterska, funktions- eller mellanchef"
1224,2613,Chefsåklagare
1225,1512,"Chefsöverläkare, verksamhetsnära chef"
1226,1120,"Chief executive (officer), med chefshierarki"
1227,1311,"Chief information officer, funktions- eller mellanchef"
1228,1312,"Chief information officer, verksamhetsnära chef"
1229,2271,Chiropraktor
1230,7612,Chocolatier
1231,8163,Chokladarbetare
1232,7612,"Chokladarbetare, hantverk"
1233,8169,Cigarettarbetare
1234,8169,Cigarettekniker
1235,8169,Cigarrarbetare
1236,1311,"CIO, information, funktions- eller mellanchef"
1237,1312,"CIO, information, verksamhetsnära chef"
1238,3449,"Cirkelledare, studier"
1239,8173,Cirkelsågare
1240,3439,Cirkusartist
1241,2359,Cirkuspedagog
1242,7312,Ciselör
1243,3360,"Civil brottsutredare, polisen"
1244,1112,Civilförsvarschef
1245,2142,"Civilingenjör, anläggning"
1246,2131,"Civilingenjör, biofysik"
1247,2183,"Civilingenjör, bioteknik avfallsbehandling"
1248,2131,"Civilingenjör, bioteknik industri"
1249,2134,"Civilingenjör, bioteknik jordbruk"
1250,2133,"Civilingenjör, bioteknik läkemedelsutveckling"
1251,2183,"Civilingenjör, bioteknik vattenlevande organismer"
1252,2142,"Civilingenjör, bygg "
1253,2142,"Civilingenjör, bygg o anläggning"
1254,2142,"Civilingenjör, byggnadskonstruktion"
1255,2143,"Civilingenjör, datateknik, hårdvara"
1256,2143,"Civilingenjör, elektronik"
1257,2143,"Civilingenjör, elektroteknik"
1258,2143,"Civilingenjör, elkraft"
1259,2144,"Civilingenjör, energi"
1260,2144,"Civilingenjör, fordonsteknik"
1261,2142,"Civilingenjör, forskning inom bygg/anläggning"
1262,2146,"Civilingenjör, gruvteknik"
1263,2143,"Civilingenjör, informationsteknologi, hårdvara"
1264,2145,"Civilingenjör, kemi"
1265,2145,"Civilingenjör, kemiteknik"
1266,2164,"Civilingenjör, lantmäteri"
1267,2145,"Civilingenjör, livsmedelsteknik"
1268,2141,"Civilingenjör, logistik"
1269,2144,"Civilingenjör, maskinteknik"
1270,2146,"Civilingenjör, metallurgi"
1271,2183,"Civilingenjör, miljöteknik"
1272,2143,"Civilingenjör, rymdteknik"
1273,2512,"Civilingenjör, systemutveckling"
1274,2143,"Civilingenjör, telekommunikation"
1275,2149,"Civilingenjör, textil, trä m.m."
1276,2144,"Civilingenjör, VVS"
1277,2142,"Civilingenjör, väg och vattenbyggnad"
1278,3314,Civilskadeinspektör
1279,3314,Civilskadereglerare
1280,3439,Clown
1281,7223,"CNC-borrare, metall"
1282,7223,"CNC-fräsare, metall"
1283,7223,"CNC-operatör, metall"
1284,8142,"CNC-operatör, plast"
1285,7523,"CNC-operatör, trä"
1286,7223,"CNC-svarvare, metall"
1287,xxxx,"Coach, gruppledare (SSYK klassificeras som underställd personal)"
1288,3422,"Coach, idrottsledare"
1289,3333,"Coach, jobb"
1290,3449,"Coach, ledarskapsutbildare"
1291,2241,"Coach, psykolog "
1292,7322,Coldsettryckare
1293,7322,"Collatorförare, tryckeri"
1294,4224,Concierge
1295,2412,Controller
1296,2412,"Controller, accounting"
1297,2412,"Controller, business"
1298,2412,"Controller, financial"
1299,2423,"Controller, personal"
1300,2432,Copywriter
1301,2179,Creative director
1302,4211,Croupier
1303,2621,Curator
1304,8329,Cykelbud
1305,7231,Cykelmekaniker
1306,8213,Cykelmontör
1307,7231,Cykelreparatör
1308,5226,Cykeluthyrare
1309,5413,Cykelvakt
1310,7223,Cylinderborrare
1311,7321,Cylindergravör
1312,7224,Cylinderslipare
1313,3212,Cytodiagnostiker
1314,2211,Cytolog
1315,3212,Cytologassistent
1316,5311,Dagbarnvårdare
1317,5342,Dagcenterarbetare
1318,1521,"Dagcenterföreståndare, funktions- eller mellanchef"
1319,1522,"Dagcenterföreståndare, verksamhetsnära chef"
1320,1421,"Daghemsföreståndare, funktions- eller mellanchef"
1321,5311,Dagmamma
1322,2623,Daktylog
1323,5141,Damfrisör
1324,6221,"Dammskötare, fiskodling"
1325,7531,Damskräddare
1326,2653,"Dansare, fridans"
1327,2653,"Dansare, jazz"
1328,2653,"Dansare, klassisk dans"
1329,2653,"Dansare, show"
1330,2653,"Dansare, stepp"
1331,2652,Dansbandsmusiker
1332,3449,Dansinstruktör
1333,3449,"Danslärare, kursverksamhet"
1334,2359,"Danslärare, övrig"
1335,2359,Danspedagog
1336,2654,"Dansproducent, verksamhetsnära chef"
1337,2654,"Dansproducent, funktions- eller mellanchef"
1338,2289,Dansterapeut
1339,2512,Data Warehouse specialist
1340,2511,Dataanalytiker
1341,2173,Dataanimatör
1342,2515,"Dataansvarig, systemförvaltare"
1343,3511,"Dataansvarig, datatekniker"
1344,3513,Databasadministratör 
1345,2512,Databasanalytiker
1346,2512,Databasdesigner
1347,2512,Databasprogrammerare
1348,3513,Databastekniker
1349,2512,Databasutvecklare
1350,1311,"Datachef, funktions- eller mellanchef"
1351,1312,"Datachef, verksamhetsnära chef"
1352,2172,"Datagrafiker, reklam"
1353,3117,"Datagrafiker, teknisk illustratör"
1354,2143,"Dataingenjör, (elektronik), civilingenjör "
1355,3113,"Dataingenjör, (elektronik), högskoleingenjör"
